transaction_date,customer_name,transaction_type,revenue,cost,product,order_status,department,profit,forecasted_revenue
2023-12-03,Customer_0242,Sale,859115038.00,730247782.30,Product_0242,Processing,Finance,128867255.70,876297338.76
2023-12-04,Customer_0243,Sale,1106221838.00,851790815.26,Product_0243,Shipped,IT,254431022.74,1161532929.90
2023-12-05,Customer_0244,Sale,1694125290.00,1287535220.40,Product_0244,Delivered,HR,406590069.60,1711066542.90
2023-12-06,Customer_0245,Sale,935937255.00,889140392.25,Product_0245,Cancelled,Support,46796862.75,954656000.10
2023-12-07,Customer_0246,Return,1988323338.00,2523512029.00,Product_0246,Returned,Sales,-535188691.00,0.00
2023-12-08,Customer_0247,Sale,1537846402.00,1261034049.64,Product_0247,Completed,Marketing,276812352.36,1583981794.06
2023-12-09,Customer_0248,Sale,1492298694.00,1074455059.68,Product_0248,Processing,Operations,417843634.32,1596759602.58
2023-12-10,Customer_0249,Sale,2025215126.00,1215129075.60,Product_0249,Shipped,Finance,810086050.40,2166980184.82
2023-12-11,Customer_0250,Sale,486002267.00,398521858.94,Product_0250,Delivered,IT,87480408.06,476282221.66
2023-12-12,Customer_0251,Sale,14714851.00,13979108.45,Product_0251,Cancelled,HR,735742.55,15009148.02
2023-12-13,Customer_0252,Return,461561456.00,1214974203.00,Product_0252,Returned,Support,-753412747.00,0.00
2023-12-14,Customer_0253,Sale,316537055.00,221575938.50,Product_0253,Completed,Sales,94961116.50,332363907.75
2023-12-15,Customer_0254,Sale,478937904.00,263415847.20,Product_0254,Processing,Marketing,215522056.80,493306041.12
2023-12-16,Customer_0255,Sale,2117868096.00,1376614262.40,Product_0255,Shipped,Operations,741253833.60,2160225457.92
2023-12-17,Customer_0256,Sale,78069257.00,68700946.16,Product_0256,Delivered,Finance,9368310.84,74946486.72
2023-12-18,Customer_0257,Sale,1020017519.00,969016643.05,Product_0257,Cancelled,IT,51000875.95,1040417869.38
2023-12-19,Customer_0258,Return,828368601.00,2909837679.00,Product_0258,Returned,HR,-2081469078.00,0.00
2023-12-20,Customer_0259,Sale,504976542.00,409030999.02,Product_0259,Completed,Support,95945542.98,515076072.84
2023-12-21,Customer_0260,Sale,2104088975.00,1451821392.75,Product_0260,Processing,Sales,652267582.25,2293456982.75
2023-12-22,Customer_0261,Sale,1496661358.00,1167395859.24,Product_0261,Shipped,Marketing,329265498.76,1451761517.26
2023-12-23,Customer_0262,Sale,1786434957.00,1321961868.18,Product_0262,Delivered,Operations,464473088.82,1750706257.86
2023-12-24,Customer_0263,Sale,512265778.00,486652489.10,Product_0263,Cancelled,Finance,25613288.90,522511093.56
2023-12-25,Customer_0264,Return,2106923497.00,4174093227.00,Product_0264,Returned,IT,-2067169730.00,0.00
2023-12-26,Customer_0265,Sale,1967357898.00,1613233476.36,Product_0265,Completed,HR,354124421.64,1967357898.00
2023-12-27,Customer_0266,Sale,1811095807.00,996102693.85,Product_0266,Processing,Support,814993113.15,1811095807.00
2023-12-28,Customer_0267,Sale,1161591697.00,882809689.72,Product_0267,Shipped,Sales,278782007.28,1173207613.97
2023-12-29,Customer_0268,Sale,2039788028.00,1325862218.20,Product_0268,Delivered,Marketing,713925809.80,1937798626.60
2023-12-30,Customer_0269,Sale,1770395906.00,1681876110.70,Product_0269,Cancelled,Operations,88519795.30,1805803824.12
2023-12-31,Customer_0270,Return,1106782655.00,2215064478.00,Product_0270,Returned,Finance,-1108281823.00,0.00
2024-01-01,Customer_0271,Sale,281684536.00,154926494.80,Product_0271,Completed,IT,126758041.20,307036144.24
2024-01-02,Customer_0272,Sale,403349920.00,290411942.40,Product_0272,Processing,HR,112937977.60,399316420.80
2024-01-03,Customer_0273,Sale,1675024952.00,1306519462.56,Product_0273,Shipped,Support,368505489.44,1742025950.08
2024-01-04,Customer_0274,Sale,1762956448.00,1040144304.32,Product_0274,Delivered,Sales,722812143.68,1710067754.56
2024-01-05,Customer_0275,Sale,1813001731.00,1722351644.45,Product_0275,Cancelled,Marketing,90650086.55,1849261765.62
2024-01-06,Customer_0276,Return,84981717.00,1554295555.00,Product_0276,Returned,Operations,-1469313838.00,0.00
2024-01-07,Customer_0277,Sale,1180034571.00,684420051.18,Product_0277,Completed,Finance,495614519.82,1180034571.00
2024-01-08,Customer_0278,Sale,72473683.00,57254209.57,Product_0278,Processing,IT,15219473.43,71024209.34
2024-01-09,Customer_0279,Sale,1146669919.00,745335447.35,Product_0279,Shipped,HR,401334471.65,1215470114.14
2024-01-10,Customer_0280,Sale,360789164.00,288631331.20,Product_0280,Delivered,Support,72157832.80,368004947.28
2024-01-11,Customer_0281,Sale,669221062.00,635760008.90,Product_0281,Cancelled,Sales,33461053.10,682605483.24
2024-01-12,Customer_0282,Return,2107190838.00,3478327700.00,Product_0282,Returned,Marketing,-1371136862.00,0.00
2024-01-13,Customer_0283,Sale,1111401531.00,789095087.01,Product_0283,Completed,Operations,322306443.99,1211427668.79
2024-01-14,Customer_0284,Sale,1497178443.00,988137772.38,Product_0284,Processing,Finance,509040670.62,1557065580.72
2024-01-15,Customer_0285,Sale,877560007.00,631843205.04,Product_0285,Shipped,IT,245716801.96,938989207.49
2024-01-16,Customer_0286,Sale,746211158.00,656665819.04,Product_0286,Delivered,HR,89545338.96,776059604.32
2024-01-17,Customer_0287,Sale,1294977799.00,1230228909.05,Product_0287,Cancelled,Support,64748889.95,1320877354.98
2024-01-18,Customer_0288,Return,1772060653.00,3124109210.00,Product_0288,Returned,Sales,-1352048557.00,0.00
2024-01-19,Customer_0289,Sale,2005695154.00,1263587947.02,Product_0289,Completed,Marketing,742107206.98,2005695154.00
2024-01-20,Customer_0290,Sale,656587462.00,472742972.64,Product_0290,Processing,Operations,183844489.36,715680333.58
2024-01-21,Customer_0291,Sale,1174133718.00,880600288.50,Product_0291,Shipped,Finance,293533429.50,1162392380.82
2024-01-22,Customer_0292,Sale,1009968118.00,616080551.98,Product_0292,Delivered,IT,393887566.02,1070566205.08
2024-01-23,Customer_0293,Sale,1935335040.00,1838568288.00,Product_0293,Cancelled,HR,96766752.00,1974041740.80
2024-01-24,Customer_0294,Return,1020287192.00,2054134682.00,Product_0294,Returned,Support,-1033847490.00,0.00
2024-01-25,Customer_0295,Sale,372139595.00,249333528.65,Product_0295,Completed,Sales,122806066.35,401910762.60
2024-01-26,Customer_0296,Sale,555959594.00,305777776.70,Product_0296,Processing,Marketing,250181817.30,600436361.52
2024-01-27,Customer_0297,Sale,425197929.00,365670218.94,Product_0297,Shipped,Operations,59527710.06,433701887.58
2024-01-28,Customer_0298,Sale,543026300.00,363827621.00,Product_0298,Delivered,Finance,179198679.00,564747352.00
2024-01-29,Customer_0299,Sale,1356219931.00,1288408934.45,Product_0299,Cancelled,IT,67810996.55,1383344329.62
2024-01-30,Customer_0300,Return,1532866498.00,2757404931.00,Product_0300,Returned,HR,-1224538433.00,0.00
2024-01-31,Customer_0301,Sale,593472109.00,379822149.76,Product_0301,Completed,Support,213649959.24,569733224.64
2024-02-01,Customer_0302,Sale,504195051.00,378146288.25,Product_0302,Processing,Sales,126048762.75,514278952.02
2024-02-02,Customer_0303,Sale,125851450.00,99422645.50,Product_0303,Shipped,Marketing,26428804.50,132144022.50
2024-02-03,Customer_0304,Sale,773055925.00,502486351.25,Product_0304,Delivered,Operations,270569573.75,811708721.25
2024-02-04,Customer_0305,Sale,1240852687.00,1178810052.65,Product_0305,Cancelled,Finance,62042634.35,1265669740.74
2024-02-05,Customer_0306,Return,61520067.00,1874078207.00,Product_0306,Returned,IT,-1812558140.00,0.00
2024-02-06,Customer_0307,Sale,1064525938.00,936782825.44,Product_0307,Completed,HR,127743112.56,1032590159.86
2024-02-07,Customer_0308,Sale,2119136402.00,1674117757.58,Product_0308,Processing,Support,445018644.42,2246284586.12
2024-02-08,Customer_0309,Sale,364543721.00,269762353.54,Product_0309,Shipped,Sales,94781367.46,357252846.58
2024-02-09,Customer_0310,Sale,2470869.00,1877860.44,Product_0310,Delivered,Marketing,593008.56,2347325.55
2024-02-10,Customer_0311,Sale,1090512655.00,1035987022.25,Product_0311,Cancelled,Operations,54525632.75,1112322908.10
2024-02-11,Customer_0312,Return,835881388.00,2513109148.00,Product_0312,Returned,Finance,-1677227760.00,0.00
2024-02-12,Customer_0313,Sale,747765691.00,411271130.05,Product_0313,Completed,IT,336494560.95,740288034.09
2024-02-13,Customer_0314,Sale,222280085.00,166710063.75,Product_0314,Processing,HR,55570021.25,226725686.70
2024-02-14,Customer_0315,Sale,1628107265.00,1188518303.45,Product_0315,Shipped,Support,439588961.55,1725793700.90
2024-02-15,Customer_0316,Sale,1519433567.00,1063603496.90,Product_0316,Delivered,Sales,455830070.10,1519433567.00
2024-02-16,Customer_0317,Sale,2071024709.00,1967473473.55,Product_0317,Cancelled,Marketing,103551235.45,2112445203.18
2024-02-17,Customer_0318,Return,874053724.00,1552191213.00,Product_0318,Returned,Operations,-678137489.00,0.00
2024-02-18,Customer_0319,Sale,474732804.00,299081666.52,Product_0319,Completed,Finance,175651137.48,465238147.92
2024-02-19,Customer_0320,Sale,573395072.00,366972846.08,Product_0320,Processing,IT,206422225.92,607798776.32
2024-02-20,Customer_0321,Sale,585500899.00,515240791.12,Product_0321,Shipped,HR,70260107.88,620630952.94
2024-02-21,Customer_0322,Sale,1294523217.00,789659162.37,Product_0322,Delivered,Support,504864054.63,1385139842.19
2024-02-22,Customer_0323,Sale,1445075728.00,1372821941.60,Product_0323,Cancelled,Sales,72253786.40,1473977242.56
2024-02-23,Customer_0324,Return,334934655.00,626169293.00,Product_0324,Returned,Marketing,-291234638.00,0.00
2024-02-24,Customer_0325,Sale,1293347268.00,918276560.28,Product_0325,Completed,Operations,375070707.72,1345081158.72
2024-02-25,Customer_0326,Sale,136356618.00,89995367.88,Product_0326,Processing,Finance,46361250.12,145901581.26
2024-02-26,Customer_0327,Sale,209542090.00,186492460.10,Product_0327,Shipped,IT,23049629.90,226305457.20
2024-02-27,Customer_0328,Sale,1742098859.00,1428521064.38,Product_0328,Delivered,HR,313577794.62,1829203801.95
2024-02-28,Customer_0329,Sale,1005270393.00,955006873.35,Product_0329,Cancelled,Support,50263519.65,1025375800.86
2024-02-29,Customer_0330,Return,50899119.00,1522173675.00,Product_0330,Returned,Sales,-1471274556.00,0.00
2024-03-01,Customer_0331,Sale,1678584176.00,1158223081.44,Product_0331,Completed,Marketing,520361094.56,1796085068.32
2024-03-02,Customer_0332,Sale,1436546282.00,919389620.48,Product_0332,Processing,Operations,517156661.52,1450911744.82
2024-03-03,Customer_0333,Sale,32651735.00,24815318.60,Product_0333,Shipped,Finance,7836416.40,34937356.45
2024-03-04,Customer_0334,Sale,1642871249.00,1166438586.79,Product_0334,Delivered,IT,476432662.21,1577156399.04
2024-03-05,Customer_0335,Sale,1246426456.00,1184105133.20,Product_0335,Cancelled,HR,62321322.80,1271354985.12
2024-03-06,Customer_0336,Return,1368970896.00,3516437898.00,Product_0336,Returned,Support,-2147467002.00,0.00
2024-03-07,Customer_0337,Sale,699456405.00,405684714.90,Product_0337,Completed,Sales,293771690.10,748418353.35
2024-03-08,Customer_0338,Sale,74347851.00,64682630.37,Product_0338,Processing,Marketing,9665220.63,73604372.49
2024-03-09,Customer_0339,Sale,1159794546.00,661082891.22,Product_0339,Shipped,Operations,498711654.78,1217784273.30
2024-03-10,Customer_0340,Sale,2045311809.00,1738515037.65,Product_0340,Delivered,Finance,306796771.35,2065764927.09
2024-03-11,Customer_0341,Sale,1806207346.00,1715896978.70,Product_0341,Cancelled,IT,90310367.30,1842331492.92
2024-03-12,Customer_0342,Return,412837927.00,1591666050.00,Product_0342,Returned,HR,-1178828123.00,0.00
2024-03-13,Customer_0343,Sale,943078330.00,622431697.80,Product_0343,Completed,Support,320646632.20,980801463.20
2024-03-14,Customer_0344,Sale,387959297.00,287089879.78,Product_0344,Processing,Sales,100869417.22,395718482.94
2024-03-15,Customer_0345,Sale,1632506148.00,1452930471.72,Product_0345,Shipped,Marketing,179575676.28,1632506148.00
2024-03-16,Customer_0346,Sale,109018933.00,92666093.05,Product_0346,Delivered,Operations,16352839.95,107928743.67
2024-03-17,Customer_0347,Sale,549678186.00,522194276.70,Product_0347,Cancelled,Finance,27483909.30,560671749.72
2024-03-18,Customer_0348,Return,503096373.00,694025164.00,Product_0348,Returned,IT,-190928791.00,0.00
2024-03-19,Customer_0349,Sale,1836608267.00,1083598877.53,Product_0349,Completed,HR,753009389.47,1965170845.69
2024-03-20,Customer_0350,Sale,448868470.00,341140037.20,Product_0350,Processing,Support,107728432.80,426425046.50
2024-03-21,Customer_0351,Sale,1654762888.00,910119588.40,Product_0351,Shipped,Sales,744643299.60,1770596290.16
2024-03-22,Customer_0352,Sale,1947156937.00,1148822592.83,Product_0352,Delivered,Marketing,798334344.17,2083457922.59
2024-03-23,Customer_0353,Sale,1875544048.00,1781766845.60,Product_0353,Cancelled,Operations,93777202.40,1913054928.96
2024-03-24,Customer_0354,Return,2140947284.00,3920580439.00,Product_0354,Returned,Finance,-1779633155.00,0.00
2024-03-25,Customer_0355,Sale,439531609.00,356020603.29,Product_0355,Completed,IT,83511005.71,470298821.63
2024-03-26,Customer_0356,Sale,1734689906.00,1474486420.10,Product_0356,Processing,HR,260203485.90,1717343006.94
2024-03-27,Customer_0357,Sale,1342472647.00,1100827570.54,Product_0357,Shipped,Support,241645076.46,1423021005.82
2024-03-28,Customer_0358,Sale,1989003889.00,1372412683.41,Product_0358,Delivered,Sales,616591205.59,1929333772.33
2024-03-29,Customer_0359,Sale,1566492496.00,1488167871.20,Product_0359,Cancelled,Marketing,78324624.80,1597822345.92
2024-03-30,Customer_0360,Return,1568473027.00,3267091277.00,Product_0360,Returned,Operations,-1698618250.00,0.00
2024-03-31,Customer_0361,Sale,179764487.00,125835140.90,Product_0361,Completed,Finance,53929346.10,190550356.22
2024-04-01,Customer_0362,Sale,658013041.00,368487302.96,Product_0362,Processing,IT,289525738.04,631692519.36
2024-04-02,Customer_0363,Sale,1841621055.00,1602210317.85,Product_0363,Shipped,HR,239410737.15,1878453476.10
2024-04-03,Customer_0364,Sale,2019505204.00,1353068486.68,Product_0364,Delivered,Support,666436717.32,1918529943.80
2024-04-04,Customer_0365,Sale,793097257.00,753442394.15,Product_0365,Cancelled,Sales,39654862.85,808959202.14
2024-04-05,Customer_0366,Return,1344915469.00,2474900632.00,Product_0366,Returned,Marketing,-1129985163.00,0.00
2024-04-06,Customer_0367,Sale,1830266142.00,1043251700.94,Product_0367,Completed,Operations,787014441.06,1811963480.58
2024-04-07,Customer_0368,Sale,513906782.00,323761272.66,Product_0368,Processing,Finance,190145509.34,539602121.10
2024-04-08,Customer_0369,Sale,1907342612.00,1354213254.52,Product_0369,Shipped,IT,553129357.48,2059930020.96
2024-04-09,Customer_0370,Sale,587262872.00,493300812.48,Product_0370,Delivered,HR,93962059.52,593135500.72
2024-04-10,Customer_0371,Sale,1830593212.00,1739063551.40,Product_0371,Cancelled,Support,91529660.60,1867205076.24
2024-04-11,Customer_0372,Return,893708314.00,1810246882.00,Product_0372,Returned,Sales,-916538568.00,0.00
2024-04-12,Customer_0373,Sale,764375844.00,565638124.56,Product_0373,Completed,Marketing,198737719.44,764375844.00
2024-04-13,Customer_0374,Sale,387697294.00,244249295.22,Product_0374,Processing,Operations,143447998.78,422590050.46
2024-04-14,Customer_0375,Sale,605240915.00,484192732.00,Product_0375,Shipped,Finance,121048183.00,659712597.35
2024-04-15,Customer_0376,Sale,1109655226.00,810048314.98,Product_0376,Delivered,IT,299606911.02,1120751778.26
2024-04-16,Customer_0377,Sale,1263795616.00,1200605835.20,Product_0377,Cancelled,HR,63189780.80,1289071528.32
2024-04-17,Customer_0378,Return,1177305124.00,3188700677.00,Product_0378,Returned,Support,-2011395553.00,0.00
2024-04-18,Customer_0379,Sale,252010394.00,214208834.90,Product_0379,Completed,Sales,37801559.10,272171225.52
2024-04-19,Customer_0380,Sale,1789967666.00,1557271869.42,Product_0380,Processing,Marketing,232695796.58,1807867342.66
2024-04-20,Customer_0381,Sale,1281959847.00,794815105.14,Product_0381,Shipped,Operations,487144741.86,1230681453.12
2024-04-21,Customer_0382,Sale,1587936090.00,1349745676.50,Product_0382,Delivered,Finance,238190413.50,1556177368.20
2024-04-22,Customer_0383,Sale,648623081.00,616191926.95,Product_0383,Cancelled,IT,32431154.05,661595542.62
2024-04-23,Customer_0384,Return,1172543131.00,2425423681.00,Product_0384,Returned,HR,-1252880550.00,0.00
2024-04-24,Customer_0385,Sale,1907435231.00,1068163729.36,Product_0385,Completed,Support,839271501.64,1945583935.62
2024-04-25,Customer_0386,Sale,2113540044.00,1817644437.84,Product_0386,Processing,Sales,295895606.16,2071269243.12
2024-04-26,Customer_0387,Sale,1806547059.00,1246517470.71,Product_0387,Shipped,Marketing,560029588.29,1734285176.64
2024-04-27,Customer_0388,Sale,1234164533.00,740498719.80,Product_0388,Delivered,Operations,493665813.20,1308214404.98
2024-04-28,Customer_0389,Sale,1853803027.00,1761112875.65,Product_0389,Cancelled,Finance,92690151.35,1890879087.54
2024-04-29,Customer_0390,Return,159007875.00,322762904.00,Product_0390,Returned,IT,-163755029.00,0.00
2024-04-30,Customer_0391,Sale,898053936.00,520871282.88,Product_0391,Completed,HR,377182653.12,978878790.24
2024-05-01,Customer_0392,Sale,1255344186.00,1004275348.80,Product_0392,Processing,Support,251068837.20,1230237302.28
2024-05-02,Customer_0393,Sale,1322472235.00,1097651955.05,Product_0393,Shipped,Sales,224820279.95,1256348623.25
2024-05-03,Customer_0394,Sale,70229845.00,41435608.55,Product_0394,Delivered,Marketing,28794236.45,68825248.10
2024-05-04,Customer_0395,Sale,323192526.00,307032899.70,Product_0395,Cancelled,Operations,16159626.30,329656376.52
2024-05-05,Customer_0396,Return,200141924.00,714683058.00,Product_0396,Returned,Finance,-514541134.00,0.00
2024-05-06,Customer_0397,Sale,2034232697.00,1220539618.20,Product_0397,Completed,IT,813693078.80,1993548043.06
2024-05-07,Customer_0398,Sale,325598758.00,182335304.48,Product_0398,Processing,HR,143263453.52,348390671.06
2024-05-08,Customer_0399,Sale,1421176077.00,1151152622.37,Product_0399,Shipped,Support,270023454.63,1478023120.08
2024-05-09,Customer_0400,Sale,1737735951.00,1042641570.60,Product_0400,Delivered,Sales,695094380.40,1789868029.53
2024-05-10,Customer_0401,Sale,536121148.00,509315090.60,Product_0401,Cancelled,Marketing,26806057.40,546843570.96
2024-05-11,Customer_0402,Return,2137000588.00,3968264717.00,Product_0402,Returned,Operations,-1831264129.00,0.00
2024-05-12,Customer_0403,Sale,2062828200.00,1691519124.00,Product_0403,Completed,Finance,371309076.00,2021571636.00
2024-05-13,Customer_0404,Sale,1768103880.00,1361439987.60,Product_0404,Processing,IT,406663892.40,1856509074.00
2024-05-14,Customer_0405,Sale,443131174.00,319054445.28,Product_0405,Shipped,HR,124076728.72,451993797.48
2024-05-15,Customer_0406,Sale,243604068.00,151034522.16,Product_0406,Delivered,Support,92569545.84,250912190.04
2024-05-16,Customer_0407,Sale,309290560.00,293826032.00,Product_0407,Cancelled,Sales,15464528.00,315476371.20
2024-05-17,Customer_0408,Return,1838163663.00,2205448256.00,Product_0408,Returned,Marketing,-367284593.00,0.00
2024-05-18,Customer_0409,Sale,364602637.00,200531450.35,Product_0409,Completed,Operations,164071186.65,357310584.26
2024-05-19,Customer_0410,Sale,485389648.00,383457821.92,Product_0410,Processing,Finance,101931826.08,465974062.08
2024-05-20,Customer_0411,Sale,351029092.00,301885019.12,Product_0411,Shipped,IT,49144072.88,354539382.92
2024-05-21,Customer_0412,Sale,450741913.00,283967405.19,Product_0412,Delivered,HR,166774507.81,468771589.52
2024-05-22,Customer_0413,Sale,337618028.00,320737126.60,Product_0413,Cancelled,Support,16880901.40,344370388.56
2024-05-23,Customer_0414,Return,1406631362.00,2185572899.00,Product_0414,Returned,Sales,-778941537.00,0.00
2024-05-24,Customer_0415,Sale,895705511.00,770306739.46,Product_0415,Completed,Marketing,125398771.54,850920235.45
2024-05-25,Customer_0416,Sale,1100376766.00,825282574.50,Product_0416,Processing,Operations,275094191.50,1122384301.32
2024-05-26,Customer_0417,Sale,1513912958.00,1286826014.30,Product_0417,Shipped,Finance,227086943.70,1559330346.74
2024-05-27,Customer_0418,Sale,1592819046.00,1226470665.42,Product_0418,Delivered,IT,366348380.58,1736172760.14
2024-05-28,Customer_0419,Sale,610308428.00,579793006.60,Product_0419,Cancelled,HR,30515421.40,622514596.56
2024-05-29,Customer_0420,Return,205925760.00,2242824835.00,Product_0420,Returned,Support,-2036899075.00,0.00
2024-05-30,Customer_0421,Sale,534122542.00,379227004.82,Product_0421,Completed,Sales,154895537.18,512757640.32
2024-05-31,Customer_0422,Sale,2053055801.00,1170241806.57,Product_0422,Processing,Marketing,882813994.43,2053055801.00
2024-06-01,Customer_0423,Sale,747016320.00,433269465.60,Product_0423,Shipped,Operations,313746854.40,709665504.00
2024-06-02,Customer_0424,Sale,1784100536.00,1462962439.52,Product_0424,Delivered,Finance,321138096.48,1855464557.44
2024-06-03,Customer_0425,Sale,1360056318.00,1292053502.10,Product_0425,Cancelled,IT,68002815.90,1387257444.36
2024-06-04,Customer_0426,Return,1802786004.00,2954819505.00,Product_0426,Returned,HR,-1152033501.00,0.00
2024-06-05,Customer_0427,Sale,1600145668.00,944085944.12,Product_0427,Completed,Support,656059723.88,1568142754.64
2024-06-06,Customer_0428,Sale,1183082145.00,804495858.60,Product_0428,Processing,Sales,378586286.40,1206743787.90
2024-06-07,Customer_0429,Sale,1397636550.00,866534661.00,Product_0429,Shipped,Marketing,531101889.00,1341731088.00
2024-06-08,Customer_0430,Sale,1600303320.00,1408266921.60,Product_0430,Delivered,Operations,192036398.40,1552294220.40
2024-06-09,Customer_0431,Sale,1635308900.00,1553543455.00,Product_0431,Cancelled,Finance,81765445.00,1668015078.00
2024-06-10,Customer_0432,Return,1076160967.00,1983165489.00,Product_0432,Returned,IT,-907004522.00,0.00
2024-06-11,Customer_0433,Sale,1552836947.00,1055929123.96,Product_0433,Completed,HR,496907823.04,1583893685.94
2024-06-12,Customer_0434,Sale,1535300217.00,1320358186.62,Product_0434,Processing,Support,214942030.38,1642771232.19
2024-06-13,Customer_0435,Sale,1291377078.00,1123498057.86,Product_0435,Shipped,Sales,167879020.14,1394687244.24
2024-06-14,Customer_0436,Sale,1915360352.00,1589749092.16,Product_0436,Delivered,Marketing,325611259.84,1838745937.92
2024-06-15,Customer_0437,Sale,1373455574.00,1304782795.30,Product_0437,Cancelled,Operations,68672778.70,1400924685.48
2024-06-16,Customer_0438,Return,1306300262.00,2905104452.00,Product_0438,Returned,Finance,-1598804190.00,0.00
2024-06-17,Customer_0439,Sale,2025270972.00,1802491165.08,Product_0439,Completed,IT,222779806.92,2187292649.76
2024-06-18,Customer_0440,Sale,337633055.00,253224791.25,Product_0440,Processing,HR,84408263.75,327504063.35
2024-06-19,Customer_0441,Sale,1528146111.00,1268361272.13,Product_0441,Shipped,Support,259784838.87,1573990494.33
2024-06-20,Customer_0442,Sale,458694574.00,266042852.92,Product_0442,Delivered,Sales,192651721.08,477042356.96
2024-06-21,Customer_0443,Sale,1877221179.00,1783360120.05,Product_0443,Cancelled,Marketing,93861058.95,1914765602.58
2024-06-22,Customer_0444,Return,1478113322.00,2099491266.00,Product_0444,Returned,Operations,-621377944.00,0.00
2024-06-23,Customer_0445,Sale,1037284137.00,923182881.93,Product_0445,Completed,Finance,114101255.07,1068402661.11
2024-06-24,Customer_0446,Sale,1926225352.00,1425406760.48,Product_0446,Processing,IT,500818591.52,2003274366.08
2024-06-25,Customer_0447,Sale,754389727.00,475265528.01,Product_0447,Shipped,HR,279124198.99,724214137.92
2024-06-26,Customer_0448,Sale,1201893323.00,853344259.33,Product_0448,Delivered,Support,348549063.67,1286025855.61
2024-06-27,Customer_0449,Sale,1841595319.00,1749515553.05,Product_0449,Cancelled,Sales,92079765.95,1878427225.38
2024-06-28,Customer_0450,Return,1742058523.00,1914771259.00,Product_0450,Returned,Marketing,-172712736.00,0.00
2024-06-29,Customer_0451,Sale,162094616.00,126433800.48,Product_0451,Completed,Operations,35660815.52,171820292.96
2024-06-30,Customer_0452,Sale,185797860.00,107762758.80,Product_0452,Processing,Finance,78035101.20,195087753.00
2024-07-01,Customer_0453,Sale,367749961.00,205939978.16,Product_0453,Shipped,IT,161809982.84,371427460.61
2024-07-02,Customer_0454,Sale,162410617.00,142921342.96,Product_0454,Delivered,HR,19489274.04,172155254.02
2024-07-03,Customer_0455,Sale,1836851608.00,1745009027.60,Product_0455,Cancelled,Support,91842580.40,1873588640.16
2024-07-04,Customer_0456,Return,1371311939.00,3295761443.00,Product_0456,Returned,Sales,-1924449504.00,0.00
2024-07-05,Customer_0457,Sale,2123731054.00,1529086358.88,Product_0457,Completed,Marketing,594644695.12,2102493743.46
2024-07-06,Customer_0458,Sale,849706611.00,756238883.79,Product_0458,Processing,Operations,93467727.21,858203677.11
2024-07-07,Customer_0459,Sale,1939163812.00,1357414668.40,Product_0459,Shipped,Finance,581749143.60,2074905278.84
2024-07-08,Customer_0460,Sale,2131911515.00,1321785139.30,Product_0460,Delivered,IT,810126375.70,2238507090.75
2024-07-09,Customer_0461,Sale,1565728764.00,1487442325.80,Product_0461,Cancelled,HR,78286438.20,1597043339.28
2024-07-10,Customer_0462,Return,1513057588.00,1965740753.00,Product_0462,Returned,Support,-452683165.00,0.00
2024-07-11,Customer_0463,Sale,4754308.00,3280472.52,Product_0463,Completed,Sales,1473835.48,5087109.56
2024-07-12,Customer_0464,Sale,1651043416.00,1238282562.00,Product_0464,Processing,Marketing,412760854.00,1799637323.44
2024-07-13,Customer_0465,Sale,665631417.00,459285677.73,Product_0465,Shipped,Operations,206345739.27,652318788.66
2024-07-14,Customer_0466,Sale,2042330138.00,1204974781.42,Product_0466,Delivered,Finance,837355356.58,1981060233.86
2024-07-15,Customer_0467,Sale,785520555.00,746244527.25,Product_0467,Cancelled,IT,39276027.75,801230966.10
2024-07-16,Customer_0468,Return,1918022238.00,1949134503.00,Product_0468,Returned,HR,-31112265.00,0.00
2024-07-17,Customer_0469,Sale,1312736973.00,879533771.91,Product_0469,Completed,Support,433203201.09,1404628561.11
2024-07-18,Customer_0470,Sale,600795802.00,522692347.74,Product_0470,Processing,Sales,78103454.26,648859466.16
2024-07-19,Customer_0471,Sale,1918199574.00,1093373757.18,Product_0471,Shipped,Marketing,824825816.82,2014109552.70
2024-07-20,Customer_0472,Sale,1443886977.00,808576707.12,Product_0472,Delivered,Operations,635310269.88,1472764716.54
2024-07-21,Customer_0473,Sale,1455812791.00,1383022151.45,Product_0473,Cancelled,Finance,72790639.55,1484929046.82
2024-07-22,Customer_0474,Return,729139675.00,1461062322.00,Product_0474,Returned,IT,-731922647.00,0.00
2024-07-23,Customer_0475,Sale,395439323.00,249126773.49,Product_0475,Completed,HR,146312549.51,427074468.84
2024-07-24,Customer_0476,Sale,1452921046.00,799106575.30,Product_0476,Processing,Support,653814470.70,1511037887.84
2024-07-25,Customer_0477,Sale,379755639.00,208865601.45,Product_0477,Shipped,Sales,170890037.55,398743420.95
2024-07-26,Customer_0478,Sale,586012013.00,410208409.10,Product_0478,Delivered,Marketing,175803603.90,562571532.48
2024-07-27,Customer_0479,Sale,797483849.00,757609656.55,Product_0479,Cancelled,Operations,39874192.45,813433525.98
2024-07-28,Customer_0480,Return,117873121.00,889213152.00,Product_0480,Returned,Finance,-771340031.00,0.00
2024-07-29,Customer_0481,Sale,1381204397.00,925406945.99,Product_0481,Completed,IT,455797451.01,1381204397.00
2024-07-30,Customer_0482,Sale,787069637.00,472241782.20,Product_0482,Processing,HR,314827854.80,763457547.89
2024-07-31,Customer_0483,Sale,137261372.00,105691256.44,Product_0483,Shipped,Support,31570115.56,135888758.28
