name,email,phone,address,city,country,tax_id,contact_person,total_purchased,purchase_order_count,rating,status,notes
Supplier_0163,supplier0163@example.com,0700000163,SupplierAddr_0163_DaNang,DaNang,Vietnam,TAX000000163,Contact_0163,325184889.00,163,average,active,demo_data
Supplier_0164,supplier0164@example.com,0700000164,SupplierAddr_0164_HaiPhong,HaiPhong,Vietnam,TAX000000164,Contact_0164,472270229.00,368,poor,inactive,demo_data
Supplier_0165,supplier0165@example.com,0700000165,SupplierAddr_0165_CanTho,CanTho,Vietnam,TAX000000165,Contact_0165,2184089412.00,352,excellent,blocked,demo_data
Supplier_0166,supplier0166@example.com,0700000166,SupplierAddr_0166_Hue,Hue,Vietnam,TAX000000166,Contact_0166,1644044206.00,110,good,active,demo_data
Supplier_0167,supplier0167@example.com,0700000167,SupplierAddr_0167_NhaTrang,NhaTrang,Vietnam,TAX000000167,Contact_0167,1761341985.00,169,average,inactive,demo_data
Supplier_0168,supplier0168@example.com,0700000168,SupplierAddr_0168_VungTau,VungTau,Vietnam,TAX000000168,Contact_0168,954399331.00,30,poor,blocked,demo_data
Supplier_0169,supplier0169@example.com,0700000169,SupplierAddr_0169_BinhDuong,BinhDuong,Vietnam,TAX000000169,Contact_0169,500566870.00,171,excellent,active,demo_data
Supplier_0170,supplier0170@example.com,0700000170,SupplierAddr_0170_BacNinh,BacNinh,Vietnam,TAX000000170,Contact_0170,1557222904.00,122,good,inactive,demo_data
Supplier_0171,supplier0171@example.com,0700000171,SupplierAddr_0171_HaNoi,HaNoi,Vietnam,TAX000000171,Contact_0171,2139668401.00,381,average,blocked,demo_data
Supplier_0172,supplier0172@example.com,0700000172,SupplierAddr_0172_HoChiMinh,HoChiMinh,Vietnam,TAX000000172,Contact_0172,711441249.00,183,poor,active,demo_data
Supplier_0173,supplier0173@example.com,0700000173,SupplierAddr_0173_DaNang,DaNang,Vietnam,TAX000000173,Contact_0173,225293766.00,289,excellent,inactive,demo_data
Supplier_0174,supplier0174@example.com,0700000174,SupplierAddr_0174_HaiPhong,HaiPhong,Vietnam,TAX000000174,Contact_0174,1446434929.00,148,good,blocked,demo_data
Supplier_0175,supplier0175@example.com,0700000175,SupplierAddr_0175_CanTho,CanTho,Vietnam,TAX000000175,Contact_0175,1208915730.00,352,average,active,demo_data
Supplier_0176,supplier0176@example.com,0700000176,SupplierAddr_0176_Hue,Hue,Vietnam,TAX000000176,Contact_0176,177372731.00,297,poor,inactive,demo_data
Supplier_0177,supplier0177@example.com,0700000177,SupplierAddr_0177_NhaTrang,NhaTrang,Vietnam,TAX000000177,Contact_0177,1429889566.00,161,excellent,blocked,demo_data
Supplier_0178,supplier0178@example.com,0700000178,SupplierAddr_0178_VungTau,VungTau,Vietnam,TAX000000178,Contact_0178,1231688351.00,304,good,active,demo_data
Supplier_0179,supplier0179@example.com,0700000179,SupplierAddr_0179_BinhDuong,BinhDuong,Vietnam,TAX000000179,Contact_0179,1122152980.00,48,average,inactive,demo_data
Supplier_0180,supplier0180@example.com,0700000180,SupplierAddr_0180_BacNinh,BacNinh,Vietnam,TAX000000180,Contact_0180,2266434801.00,345,poor,blocked,demo_data
Supplier_0181,supplier0181@example.com,0700000181,SupplierAddr_0181_HaNoi,HaNoi,Vietnam,TAX000000181,Contact_0181,1343724974.00,59,excellent,active,demo_data
Supplier_0182,supplier0182@example.com,0700000182,SupplierAddr_0182_HoChiMinh,HoChiMinh,Vietnam,TAX000000182,Contact_0182,1381473818.00,351,good,inactive,demo_data
Supplier_0183,supplier0183@example.com,0700000183,SupplierAddr_0183_DaNang,DaNang,Vietnam,TAX000000183,Contact_0183,1170321072.00,150,average,blocked,demo_data
Supplier_0184,supplier0184@example.com,0700000184,SupplierAddr_0184_HaiPhong,HaiPhong,Vietnam,TAX000000184,Contact_0184,894311590.00,129,poor,active,demo_data
Supplier_0185,supplier0185@example.com,0700000185,SupplierAddr_0185_CanTho,CanTho,Vietnam,TAX000000185,Contact_0185,1331977990.00,87,excellent,inactive,demo_data
Supplier_0186,supplier0186@example.com,0700000186,SupplierAddr_0186_Hue,Hue,Vietnam,TAX000000186,Contact_0186,94395976.00,241,good,blocked,demo_data
Supplier_0187,supplier0187@example.com,0700000187,SupplierAddr_0187_NhaTrang,NhaTrang,Vietnam,TAX000000187,Contact_0187,1534357862.00,32,average,active,demo_data
Supplier_0188,supplier0188@example.com,0700000188,SupplierAddr_0188_VungTau,VungTau,Vietnam,TAX000000188,Contact_0188,1595927448.00,199,poor,inactive,demo_data
Supplier_0189,supplier0189@example.com,0700000189,SupplierAddr_0189_BinhDuong,BinhDuong,Vietnam,TAX000000189,Contact_0189,1949930758.00,335,excellent,blocked,demo_data
Supplier_0190,supplier0190@example.com,0700000190,SupplierAddr_0190_BacNinh,BacNinh,Vietnam,TAX000000190,Contact_0190,615753441.00,211,good,active,demo_data
Supplier_0191,supplier0191@example.com,0700000191,SupplierAddr_0191_HaNoi,HaNoi,Vietnam,TAX000000191,Contact_0191,1913879984.00,264,average,inactive,demo_data
Supplier_0192,supplier0192@example.com,0700000192,SupplierAddr_0192_HoChiMinh,HoChiMinh,Vietnam,TAX000000192,Contact_0192,882850360.00,40,poor,blocked,demo_data
Supplier_0193,supplier0193@example.com,0700000193,SupplierAddr_0193_DaNang,DaNang,Vietnam,TAX000000193,Contact_0193,259735074.00,37,excellent,active,demo_data
Supplier_0194,supplier0194@example.com,0700000194,SupplierAddr_0194_HaiPhong,HaiPhong,Vietnam,TAX000000194,Contact_0194,1780152158.00,388,good,inactive,demo_data
Supplier_0195,supplier0195@example.com,0700000195,SupplierAddr_0195_CanTho,CanTho,Vietnam,TAX000000195,Contact_0195,1339820381.00,116,average,blocked,demo_data
Supplier_0196,supplier0196@example.com,0700000196,SupplierAddr_0196_Hue,Hue,Vietnam,TAX000000196,Contact_0196,1323474977.00,190,poor,active,demo_data
Supplier_0197,supplier0197@example.com,0700000197,SupplierAddr_0197_NhaTrang,NhaTrang,Vietnam,TAX000000197,Contact_0197,2204273382.00,136,excellent,inactive,demo_data
Supplier_0198,supplier0198@example.com,0700000198,SupplierAddr_0198_VungTau,VungTau,Vietnam,TAX000000198,Contact_0198,880429306.00,332,good,blocked,demo_data
Supplier_0199,supplier0199@example.com,0700000199,SupplierAddr_0199_BinhDuong,BinhDuong,Vietnam,TAX000000199,Contact_0199,1810919293.00,17,average,active,demo_data
Supplier_0200,supplier0200@example.com,0700000200,SupplierAddr_0200_BacNinh,BacNinh,Vietnam,TAX000000200,Contact_0200,601774259.00,368,poor,inactive,demo_data
Supplier_0201,supplier0201@example.com,0700000201,SupplierAddr_0201_HaNoi,HaNoi,Vietnam,TAX000000201,Contact_0201,1940824921.00,41,excellent,blocked,demo_data
Supplier_0202,supplier0202@example.com,0700000202,SupplierAddr_0202_HoChiMinh,HoChiMinh,Vietnam,TAX000000202,Contact_0202,678373770.00,14,good,active,demo_data
Supplier_0203,supplier0203@example.com,0700000203,SupplierAddr_0203_DaNang,DaNang,Vietnam,TAX000000203,Contact_0203,752969298.00,144,average,inactive,demo_data
Supplier_0204,supplier0204@example.com,0700000204,SupplierAddr_0204_HaiPhong,HaiPhong,Vietnam,TAX000000204,Contact_0204,1130610928.00,86,poor,blocked,demo_data
Supplier_0205,supplier0205@example.com,0700000205,SupplierAddr_0205_CanTho,CanTho,Vietnam,TAX000000205,Contact_0205,261936864.00,116,excellent,active,demo_data
Supplier_0206,supplier0206@example.com,0700000206,SupplierAddr_0206_Hue,Hue,Vietnam,TAX000000206,Contact_0206,987319754.00,361,good,inactive,demo_data
Supplier_0207,supplier0207@example.com,0700000207,SupplierAddr_0207_NhaTrang,NhaTrang,Vietnam,TAX000000207,Contact_0207,463597341.00,297,average,blocked,demo_data
Supplier_0208,supplier0208@example.com,0700000208,SupplierAddr_0208_VungTau,VungTau,Vietnam,TAX000000208,Contact_0208,1874762376.00,103,poor,active,demo_data
Supplier_0209,supplier0209@example.com,0700000209,SupplierAddr_0209_BinhDuong,BinhDuong,Vietnam,TAX000000209,Contact_0209,1156051135.00,150,excellent,inactive,demo_data
Supplier_0210,supplier0210@example.com,0700000210,SupplierAddr_0210_BacNinh,BacNinh,Vietnam,TAX000000210,Contact_0210,799832245.00,211,good,blocked,demo_data
Supplier_0211,supplier0211@example.com,0700000211,SupplierAddr_0211_HaNoi,HaNoi,Vietnam,TAX000000211,Contact_0211,1432885137.00,372,average,active,demo_data
Supplier_0212,supplier0212@example.com,0700000212,SupplierAddr_0212_HoChiMinh,HoChiMinh,Vietnam,TAX000000212,Contact_0212,2085343119.00,183,poor,inactive,demo_data
Supplier_0213,supplier0213@example.com,0700000213,SupplierAddr_0213_DaNang,DaNang,Vietnam,TAX000000213,Contact_0213,826610477.00,398,excellent,blocked,demo_data
Supplier_0214,supplier0214@example.com,0700000214,SupplierAddr_0214_HaiPhong,HaiPhong,Vietnam,TAX000000214,Contact_0214,812105953.00,366,good,active,demo_data
Supplier_0215,supplier0215@example.com,0700000215,SupplierAddr_0215_CanTho,CanTho,Vietnam,TAX000000215,Contact_0215,1226313745.00,189,average,inactive,demo_data
Supplier_0216,supplier0216@example.com,0700000216,SupplierAddr_0216_Hue,Hue,Vietnam,TAX000000216,Contact_0216,1721570231.00,233,poor,blocked,demo_data
Supplier_0217,supplier0217@example.com,0700000217,SupplierAddr_0217_NhaTrang,NhaTrang,Vietnam,TAX000000217,Contact_0217,1347539816.00,366,excellent,active,demo_data
Supplier_0218,supplier0218@example.com,0700000218,SupplierAddr_0218_VungTau,VungTau,Vietnam,TAX000000218,Contact_0218,1514759642.00,292,good,inactive,demo_data
Supplier_0219,supplier0219@example.com,0700000219,SupplierAddr_0219_BinhDuong,BinhDuong,Vietnam,TAX000000219,Contact_0219,710739070.00,41,average,blocked,demo_data
Supplier_0220,supplier0220@example.com,0700000220,SupplierAddr_0220_BacNinh,BacNinh,Vietnam,TAX000000220,Contact_0220,197143975.00,154,poor,active,demo_data
Supplier_0221,supplier0221@example.com,0700000221,SupplierAddr_0221_HaNoi,HaNoi,Vietnam,TAX000000221,Contact_0221,1407634075.00,82,excellent,inactive,demo_data
Supplier_0222,supplier0222@example.com,0700000222,SupplierAddr_0222_HoChiMinh,HoChiMinh,Vietnam,TAX000000222,Contact_0222,1778309946.00,98,good,blocked,demo_data
Supplier_0223,supplier0223@example.com,0700000223,SupplierAddr_0223_DaNang,DaNang,Vietnam,TAX000000223,Contact_0223,297492450.00,135,average,active,demo_data
Supplier_0224,supplier0224@example.com,0700000224,SupplierAddr_0224_HaiPhong,HaiPhong,Vietnam,TAX000000224,Contact_0224,1772643882.00,11,poor,inactive,demo_data
Supplier_0225,supplier0225@example.com,0700000225,SupplierAddr_0225_CanTho,CanTho,Vietnam,TAX000000225,Contact_0225,318805633.00,299,excellent,blocked,demo_data
Supplier_0226,supplier0226@example.com,0700000226,SupplierAddr_0226_Hue,Hue,Vietnam,TAX000000226,Contact_0226,1618390712.00,10,good,active,demo_data
Supplier_0227,supplier0227@example.com,0700000227,SupplierAddr_0227_NhaTrang,NhaTrang,Vietnam,TAX000000227,Contact_0227,762566160.00,207,average,inactive,demo_data
Supplier_0228,supplier0228@example.com,0700000228,SupplierAddr_0228_VungTau,VungTau,Vietnam,TAX000000228,Contact_0228,1239494627.00,158,poor,blocked,demo_data
Supplier_0229,supplier0229@example.com,0700000229,SupplierAddr_0229_BinhDuong,BinhDuong,Vietnam,TAX000000229,Contact_0229,2226410595.00,270,excellent,active,demo_data
Supplier_0230,supplier0230@example.com,0700000230,SupplierAddr_0230_BacNinh,BacNinh,Vietnam,TAX000000230,Contact_0230,1113229095.00,193,good,inactive,demo_data
Supplier_0231,supplier0231@example.com,0700000231,SupplierAddr_0231_HaNoi,HaNoi,Vietnam,TAX000000231,Contact_0231,1408241941.00,190,average,blocked,demo_data
Supplier_0232,supplier0232@example.com,0700000232,SupplierAddr_0232_HoChiMinh,HoChiMinh,Vietnam,TAX000000232,Contact_0232,437936507.00,139,poor,active,demo_data
Supplier_0233,supplier0233@example.com,0700000233,SupplierAddr_0233_DaNang,DaNang,Vietnam,TAX000000233,Contact_0233,1289459616.00,155,excellent,inactive,demo_data
Supplier_0234,supplier0234@example.com,0700000234,SupplierAddr_0234_HaiPhong,HaiPhong,Vietnam,TAX000000234,Contact_0234,247433067.00,27,good,blocked,demo_data
Supplier_0235,supplier0235@example.com,0700000235,SupplierAddr_0235_CanTho,CanTho,Vietnam,TAX000000235,Contact_0235,1843901831.00,141,average,active,demo_data
Supplier_0236,supplier0236@example.com,0700000236,SupplierAddr_0236_Hue,Hue,Vietnam,TAX000000236,Contact_0236,1167362196.00,116,poor,inactive,demo_data
Supplier_0237,supplier0237@example.com,0700000237,SupplierAddr_0237_NhaTrang,NhaTrang,Vietnam,TAX000000237,Contact_0237,878620824.00,361,excellent,blocked,demo_data
Supplier_0238,supplier0238@example.com,0700000238,SupplierAddr_0238_VungTau,VungTau,Vietnam,TAX000000238,Contact_0238,1959657572.00,213,good,active,demo_data
Supplier_0239,supplier0239@example.com,0700000239,SupplierAddr_0239_BinhDuong,BinhDuong,Vietnam,TAX000000239,Contact_0239,339035624.00,352,average,inactive,demo_data
Supplier_0240,supplier0240@example.com,0700000240,SupplierAddr_0240_BacNinh,BacNinh,Vietnam,TAX000000240,Contact_0240,2001258638.00,261,poor,blocked,demo_data
Supplier_0241,supplier0241@example.com,0700000241,SupplierAddr_0241_HaNoi,HaNoi,Vietnam,TAX000000241,Contact_0241,2177547491.00,369,excellent,active,demo_data
Supplier_0242,supplier0242@example.com,0700000242,SupplierAddr_0242_HoChiMinh,HoChiMinh,Vietnam,TAX000000242,Contact_0242,1593698046.00,172,good,inactive,demo_data
Supplier_0243,supplier0243@example.com,0700000243,SupplierAddr_0243_DaNang,DaNang,Vietnam,TAX000000243,Contact_0243,881020366.00,120,average,blocked,demo_data
Supplier_0244,supplier0244@example.com,0700000244,SupplierAddr_0244_HaiPhong,HaiPhong,Vietnam,TAX000000244,Contact_0244,1597513283.00,313,poor,active,demo_data
Supplier_0245,supplier0245@example.com,0700000245,SupplierAddr_0245_CanTho,CanTho,Vietnam,TAX000000245,Contact_0245,589112661.00,168,excellent,inactive,demo_data
Supplier_0246,supplier0246@example.com,0700000246,SupplierAddr_0246_Hue,Hue,Vietnam,TAX000000246,Contact_0246,1878339631.00,242,good,blocked,demo_data
Supplier_0247,supplier0247@example.com,0700000247,SupplierAddr_0247_NhaTrang,NhaTrang,Vietnam,TAX000000247,Contact_0247,321215730.00,166,average,active,demo_data
Supplier_0248,supplier0248@example.com,0700000248,SupplierAddr_0248_VungTau,VungTau,Vietnam,TAX000000248,Contact_0248,310117144.00,97,poor,inactive,demo_data
Supplier_0249,supplier0249@example.com,0700000249,SupplierAddr_0249_BinhDuong,BinhDuong,Vietnam,TAX000000249,Contact_0249,2249111796.00,159,excellent,blocked,demo_data
Supplier_0250,supplier0250@example.com,0700000250,SupplierAddr_0250_BacNinh,BacNinh,Vietnam,TAX000000250,Contact_0250,1366696759.00,13,good,active,demo_data
Supplier_0251,supplier0251@example.com,0700000251,SupplierAddr_0251_HaNoi,HaNoi,Vietnam,TAX000000251,Contact_0251,343419339.00,93,average,inactive,demo_data
Supplier_0252,supplier0252@example.com,0700000252,SupplierAddr_0252_HoChiMinh,HoChiMinh,Vietnam,TAX000000252,Contact_0252,614486202.00,315,poor,blocked,demo_data
Supplier_0253,supplier0253@example.com,0700000253,SupplierAddr_0253_DaNang,DaNang,Vietnam,TAX000000253,Contact_0253,342970425.00,382,excellent,active,demo_data
Supplier_0254,supplier0254@example.com,0700000254,SupplierAddr_0254_HaiPhong,HaiPhong,Vietnam,TAX000000254,Contact_0254,2138807777.00,108,good,inactive,demo_data
Supplier_0255,supplier0255@example.com,0700000255,SupplierAddr_0255_CanTho,CanTho,Vietnam,TAX000000255,Contact_0255,866800895.00,224,average,blocked,demo_data
Supplier_0256,supplier0256@example.com,0700000256,SupplierAddr_0256_Hue,Hue,Vietnam,TAX000000256,Contact_0256,1285688569.00,96,poor,active,demo_data
Supplier_0257,supplier0257@example.com,0700000257,SupplierAddr_0257_NhaTrang,NhaTrang,Vietnam,TAX000000257,Contact_0257,894505053.00,209,excellent,inactive,demo_data
Supplier_0258,supplier0258@example.com,0700000258,SupplierAddr_0258_VungTau,VungTau,Vietnam,TAX000000258,Contact_0258,183971114.00,75,good,blocked,demo_data
Supplier_0259,supplier0259@example.com,0700000259,SupplierAddr_0259_BinhDuong,BinhDuong,Vietnam,TAX000000259,Contact_0259,680049073.00,213,average,active,demo_data
Supplier_0260,supplier0260@example.com,0700000260,SupplierAddr_0260_BacNinh,BacNinh,Vietnam,TAX000000260,Contact_0260,1468015277.00,85,poor,inactive,demo_data
Supplier_0261,supplier0261@example.com,0700000261,SupplierAddr_0261_HaNoi,HaNoi,Vietnam,TAX000000261,Contact_0261,1050804180.00,121,excellent,blocked,demo_data
Supplier_0262,supplier0262@example.com,0700000262,SupplierAddr_0262_HoChiMinh,HoChiMinh,Vietnam,TAX000000262,Contact_0262,2121303992.00,220,good,active,demo_data
Supplier_0263,supplier0263@example.com,0700000263,SupplierAddr_0263_DaNang,DaNang,Vietnam,TAX000000263,Contact_0263,2118934631.00,104,average,inactive,demo_data
Supplier_0264,supplier0264@example.com,0700000264,SupplierAddr_0264_HaiPhong,HaiPhong,Vietnam,TAX000000264,Contact_0264,732447079.00,385,poor,blocked,demo_data
Supplier_0265,supplier0265@example.com,0700000265,SupplierAddr_0265_CanTho,CanTho,Vietnam,TAX000000265,Contact_0265,1937026775.00,170,excellent,active,demo_data
Supplier_0266,supplier0266@example.com,0700000266,SupplierAddr_0266_Hue,Hue,Vietnam,TAX000000266,Contact_0266,370512036.00,370,good,inactive,demo_data
Supplier_0267,supplier0267@example.com,0700000267,SupplierAddr_0267_NhaTrang,NhaTrang,Vietnam,TAX000000267,Contact_0267,1104621001.00,181,average,blocked,demo_data
Supplier_0268,supplier0268@example.com,0700000268,SupplierAddr_0268_VungTau,VungTau,Vietnam,TAX000000268,Contact_0268,1210995826.00,370,poor,active,demo_data
Supplier_0269,supplier0269@example.com,0700000269,SupplierAddr_0269_BinhDuong,BinhDuong,Vietnam,TAX000000269,Contact_0269,488588283.00,194,excellent,inactive,demo_data
Supplier_0270,supplier0270@example.com,0700000270,SupplierAddr_0270_BacNinh,BacNinh,Vietnam,TAX000000270,Contact_0270,359396288.00,293,good,blocked,demo_data
Supplier_0271,supplier0271@example.com,0700000271,SupplierAddr_0271_HaNoi,HaNoi,Vietnam,TAX000000271,Contact_0271,750996691.00,286,average,active,demo_data
Supplier_0272,supplier0272@example.com,0700000272,SupplierAddr_0272_HoChiMinh,HoChiMinh,Vietnam,TAX000000272,Contact_0272,996905803.00,80,poor,inactive,demo_data
Supplier_0273,supplier0273@example.com,0700000273,SupplierAddr_0273_DaNang,DaNang,Vietnam,TAX000000273,Contact_0273,257918401.00,339,excellent,blocked,demo_data
Supplier_0274,supplier0274@example.com,0700000274,SupplierAddr_0274_HaiPhong,HaiPhong,Vietnam,TAX000000274,Contact_0274,1545069040.00,241,good,active,demo_data
Supplier_0275,supplier0275@example.com,0700000275,SupplierAddr_0275_CanTho,CanTho,Vietnam,TAX000000275,Contact_0275,1745034441.00,286,average,inactive,demo_data
Supplier_0276,supplier0276@example.com,0700000276,SupplierAddr_0276_Hue,Hue,Vietnam,TAX000000276,Contact_0276,1831524510.00,326,poor,blocked,demo_data
Supplier_0277,supplier0277@example.com,0700000277,SupplierAddr_0277_NhaTrang,NhaTrang,Vietnam,TAX000000277,Contact_0277,1995398862.00,359,excellent,active,demo_data
Supplier_0278,supplier0278@example.com,0700000278,SupplierAddr_0278_VungTau,VungTau,Vietnam,TAX000000278,Contact_0278,1890361871.00,325,good,inactive,demo_data
Supplier_0279,supplier0279@example.com,0700000279,SupplierAddr_0279_BinhDuong,BinhDuong,Vietnam,TAX000000279,Contact_0279,952756937.00,344,average,blocked,demo_data
Supplier_0280,supplier0280@example.com,0700000280,SupplierAddr_0280_BacNinh,BacNinh,Vietnam,TAX000000280,Contact_0280,1013177110.00,385,poor,active,demo_data
Supplier_0281,supplier0281@example.com,0700000281,SupplierAddr_0281_HaNoi,HaNoi,Vietnam,TAX000000281,Contact_0281,340863599.00,76,excellent,inactive,demo_data
Supplier_0282,supplier0282@example.com,0700000282,SupplierAddr_0282_HoChiMinh,HoChiMinh,Vietnam,TAX000000282,Contact_0282,1585111116.00,208,good,blocked,demo_data
Supplier_0283,supplier0283@example.com,0700000283,SupplierAddr_0283_DaNang,DaNang,Vietnam,TAX000000283,Contact_0283,188286211.00,252,average,active,demo_data
Supplier_0284,supplier0284@example.com,0700000284,SupplierAddr_0284_HaiPhong,HaiPhong,Vietnam,TAX000000284,Contact_0284,1646233564.00,350,poor,inactive,demo_data
Supplier_0285,supplier0285@example.com,0700000285,SupplierAddr_0285_CanTho,CanTho,Vietnam,TAX000000285,Contact_0285,1681347210.00,98,excellent,blocked,demo_data
Supplier_0286,supplier0286@example.com,0700000286,SupplierAddr_0286_Hue,Hue,Vietnam,TAX000000286,Contact_0286,237179117.00,220,good,active,demo_data
Supplier_0287,supplier0287@example.com,0700000287,SupplierAddr_0287_NhaTrang,NhaTrang,Vietnam,TAX000000287,Contact_0287,2297419110.00,109,average,inactive,demo_data
Supplier_0288,supplier0288@example.com,0700000288,SupplierAddr_0288_VungTau,VungTau,Vietnam,TAX000000288,Contact_0288,2182167337.00,399,poor,blocked,demo_data
Supplier_0289,supplier0289@example.com,0700000289,SupplierAddr_0289_BinhDuong,BinhDuong,Vietnam,TAX000000289,Contact_0289,1182256223.00,355,excellent,active,demo_data
Supplier_0290,supplier0290@example.com,0700000290,SupplierAddr_0290_BacNinh,BacNinh,Vietnam,TAX000000290,Contact_0290,773156765.00,378,good,inactive,demo_data
Supplier_0291,supplier0291@example.com,0700000291,SupplierAddr_0291_HaNoi,HaNoi,Vietnam,TAX000000291,Contact_0291,1889884573.00,347,average,blocked,demo_data
Supplier_0292,supplier0292@example.com,0700000292,SupplierAddr_0292_HoChiMinh,HoChiMinh,Vietnam,TAX000000292,Contact_0292,1479932589.00,4,poor,active,demo_data
Supplier_0293,supplier0293@example.com,0700000293,SupplierAddr_0293_DaNang,DaNang,Vietnam,TAX000000293,Contact_0293,394090382.00,243,excellent,inactive,demo_data
Supplier_0294,supplier0294@example.com,0700000294,SupplierAddr_0294_HaiPhong,HaiPhong,Vietnam,TAX000000294,Contact_0294,498540225.00,215,good,blocked,demo_data
Supplier_0295,supplier0295@example.com,0700000295,SupplierAddr_0295_CanTho,CanTho,Vietnam,TAX000000295,Contact_0295,1505260952.00,60,average,active,demo_data
Supplier_0296,supplier0296@example.com,0700000296,SupplierAddr_0296_Hue,Hue,Vietnam,TAX000000296,Contact_0296,1641561361.00,220,poor,inactive,demo_data
Supplier_0297,supplier0297@example.com,0700000297,SupplierAddr_0297_NhaTrang,NhaTrang,Vietnam,TAX000000297,Contact_0297,640504111.00,313,excellent,blocked,demo_data
Supplier_0298,supplier0298@example.com,0700000298,SupplierAddr_0298_VungTau,VungTau,Vietnam,TAX000000298,Contact_0298,1156703441.00,57,good,active,demo_data
Supplier_0299,supplier0299@example.com,0700000299,SupplierAddr_0299_BinhDuong,BinhDuong,Vietnam,TAX000000299,Contact_0299,518559017.00,254,average,inactive,demo_data
Supplier_0300,supplier0300@example.com,0700000300,SupplierAddr_0300_BacNinh,BacNinh,Vietnam,TAX000000300,Contact_0300,2270517416.00,115,poor,blocked,demo_data
Supplier_0301,supplier0301@example.com,0700000301,SupplierAddr_0301_HaNoi,HaNoi,Vietnam,TAX000000301,Contact_0301,735146694.00,274,excellent,active,demo_data
Supplier_0302,supplier0302@example.com,0700000302,SupplierAddr_0302_HoChiMinh,HoChiMinh,Vietnam,TAX000000302,Contact_0302,594062905.00,313,good,inactive,demo_data
Supplier_0303,supplier0303@example.com,0700000303,SupplierAddr_0303_DaNang,DaNang,Vietnam,TAX000000303,Contact_0303,313914725.00,141,average,blocked,demo_data
Supplier_0304,supplier0304@example.com,0700000304,SupplierAddr_0304_HaiPhong,HaiPhong,Vietnam,TAX000000304,Contact_0304,2204452880.00,130,poor,active,demo_data
Supplier_0305,supplier0305@example.com,0700000305,SupplierAddr_0305_CanTho,CanTho,Vietnam,TAX000000305,Contact_0305,1949531733.00,36,excellent,inactive,demo_data
Supplier_0306,supplier0306@example.com,0700000306,SupplierAddr_0306_Hue,Hue,Vietnam,TAX000000306,Contact_0306,486123073.00,213,good,blocked,demo_data
Supplier_0307,supplier0307@example.com,0700000307,SupplierAddr_0307_NhaTrang,NhaTrang,Vietnam,TAX000000307,Contact_0307,1815499906.00,181,average,active,demo_data
Supplier_0308,supplier0308@example.com,0700000308,SupplierAddr_0308_VungTau,VungTau,Vietnam,TAX000000308,Contact_0308,689130752.00,302,poor,inactive,demo_data
Supplier_0309,supplier0309@example.com,0700000309,SupplierAddr_0309_BinhDuong,BinhDuong,Vietnam,TAX000000309,Contact_0309,294466545.00,280,excellent,blocked,demo_data
Supplier_0310,supplier0310@example.com,0700000310,SupplierAddr_0310_BacNinh,BacNinh,Vietnam,TAX000000310,Contact_0310,1607555869.00,396,good,active,demo_data
Supplier_0311,supplier0311@example.com,0700000311,SupplierAddr_0311_HaNoi,HaNoi,Vietnam,TAX000000311,Contact_0311,933129686.00,203,average,inactive,demo_data
Supplier_0312,supplier0312@example.com,0700000312,SupplierAddr_0312_HoChiMinh,HoChiMinh,Vietnam,TAX000000312,Contact_0312,1909101729.00,136,poor,blocked,demo_data
Supplier_0313,supplier0313@example.com,0700000313,SupplierAddr_0313_DaNang,DaNang,Vietnam,TAX000000313,Contact_0313,1259395555.00,196,excellent,active,demo_data
Supplier_0314,supplier0314@example.com,0700000314,SupplierAddr_0314_HaiPhong,HaiPhong,Vietnam,TAX000000314,Contact_0314,1744151454.00,76,good,inactive,demo_data
Supplier_0315,supplier0315@example.com,0700000315,SupplierAddr_0315_CanTho,CanTho,Vietnam,TAX000000315,Contact_0315,1494982393.00,104,average,blocked,demo_data
Supplier_0316,supplier0316@example.com,0700000316,SupplierAddr_0316_Hue,Hue,Vietnam,TAX000000316,Contact_0316,1924087198.00,397,poor,active,demo_data
Supplier_0317,supplier0317@example.com,0700000317,SupplierAddr_0317_NhaTrang,NhaTrang,Vietnam,TAX000000317,Contact_0317,919887234.00,138,excellent,inactive,demo_data
Supplier_0318,supplier0318@example.com,0700000318,SupplierAddr_0318_VungTau,VungTau,Vietnam,TAX000000318,Contact_0318,1301680041.00,199,good,blocked,demo_data
Supplier_0319,supplier0319@example.com,0700000319,SupplierAddr_0319_BinhDuong,BinhDuong,Vietnam,TAX000000319,Contact_0319,146888172.00,257,average,active,demo_data
Supplier_0320,supplier0320@example.com,0700000320,SupplierAddr_0320_BacNinh,BacNinh,Vietnam,TAX000000320,Contact_0320,1951641978.00,193,poor,inactive,demo_data
Supplier_0321,supplier0321@example.com,0700000321,SupplierAddr_0321_HaNoi,HaNoi,Vietnam,TAX000000321,Contact_0321,1422279012.00,143,excellent,blocked,demo_data
Supplier_0322,supplier0322@example.com,0700000322,SupplierAddr_0322_HoChiMinh,HoChiMinh,Vietnam,TAX000000322,Contact_0322,323651032.00,321,good,active,demo_data
Supplier_0323,supplier0323@example.com,0700000323,SupplierAddr_0323_DaNang,DaNang,Vietnam,TAX000000323,Contact_0323,808845068.00,307,average,inactive,demo_data
Supplier_0324,supplier0324@example.com,0700000324,SupplierAddr_0324_HaiPhong,HaiPhong,Vietnam,TAX000000324,Contact_0324,746743185.00,72,poor,blocked,demo_data
