warehouse_code,name,location,city,country,manager,phone,email,capacity,current_stock,type,status,notes
WH-0167,Warehouse_0167,Loc_WH-0167_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000167,warehouse0167@example.com,7267,5992,distribution,inactive,demo_data
WH-0168,Warehouse_0168,Loc_WH-0168_VungTau,VungTau,Vietnam,Manager_0008,0600000168,warehouse0168@example.com,6681,3358,retail,maintenance,demo_data
WH-0169,Warehouse_0169,Loc_WH-0169_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000169,warehouse0169@example.com,2254,733,main,active,demo_data
WH-0170,Warehouse_0170,Loc_WH-0170_BacNinh,BacNinh,Vietnam,Manager_0010,0600000170,warehouse0170@example.com,1816,1668,regional,inactive,demo_data
WH-0171,Warehouse_0171,Loc_WH-0171_HaNoi,HaNoi,Vietnam,Manager_0011,0600000171,warehouse0171@example.com,4662,3031,distribution,maintenance,demo_data
WH-0172,Warehouse_0172,Loc_WH-0172_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000172,warehouse0172@example.com,13958,13946,retail,active,demo_data
WH-0173,Warehouse_0173,Loc_WH-0173_DaNang,DaNang,Vietnam,Manager_0013,0600000173,warehouse0173@example.com,5679,4453,main,inactive,demo_data
WH-0174,Warehouse_0174,Loc_WH-0174_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000174,warehouse0174@example.com,15871,5236,regional,maintenance,demo_data
WH-0175,Warehouse_0175,Loc_WH-0175_CanTho,CanTho,Vietnam,Manager_0015,0600000175,warehouse0175@example.com,3866,562,distribution,active,demo_data
WH-0176,Warehouse_0176,Loc_WH-0176_Hue,Hue,Vietnam,Manager_0016,0600000176,warehouse0176@example.com,2469,1652,retail,inactive,demo_data
WH-0177,Warehouse_0177,Loc_WH-0177_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000177,warehouse0177@example.com,8907,7754,main,maintenance,demo_data
WH-0178,Warehouse_0178,Loc_WH-0178_VungTau,VungTau,Vietnam,Manager_0018,0600000178,warehouse0178@example.com,15430,2997,regional,active,demo_data
WH-0179,Warehouse_0179,Loc_WH-0179_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000179,warehouse0179@example.com,15360,3120,distribution,inactive,demo_data
WH-0180,Warehouse_0180,Loc_WH-0180_BacNinh,BacNinh,Vietnam,Manager_0020,0600000180,warehouse0180@example.com,13359,7651,retail,maintenance,demo_data
WH-0181,Warehouse_0181,Loc_WH-0181_HaNoi,HaNoi,Vietnam,Manager_0021,0600000181,warehouse0181@example.com,12862,7679,main,active,demo_data
WH-0182,Warehouse_0182,Loc_WH-0182_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000182,warehouse0182@example.com,2892,2296,regional,inactive,demo_data
WH-0183,Warehouse_0183,Loc_WH-0183_DaNang,DaNang,Vietnam,Manager_0023,0600000183,warehouse0183@example.com,16390,14469,distribution,maintenance,demo_data
WH-0184,Warehouse_0184,Loc_WH-0184_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000184,warehouse0184@example.com,12818,1275,retail,active,demo_data
WH-0185,Warehouse_0185,Loc_WH-0185_CanTho,CanTho,Vietnam,Manager_0025,0600000185,warehouse0185@example.com,15169,6786,main,inactive,demo_data
WH-0186,Warehouse_0186,Loc_WH-0186_Hue,Hue,Vietnam,Manager_0026,0600000186,warehouse0186@example.com,7387,1983,regional,maintenance,demo_data
WH-0187,Warehouse_0187,Loc_WH-0187_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000187,warehouse0187@example.com,14745,9044,distribution,active,demo_data
WH-0188,Warehouse_0188,Loc_WH-0188_VungTau,VungTau,Vietnam,Manager_0028,0600000188,warehouse0188@example.com,9973,1223,retail,inactive,demo_data
WH-0189,Warehouse_0189,Loc_WH-0189_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000189,warehouse0189@example.com,1100,586,main,maintenance,demo_data
WH-0190,Warehouse_0190,Loc_WH-0190_BacNinh,BacNinh,Vietnam,Manager_0030,0600000190,warehouse0190@example.com,1285,480,regional,active,demo_data
WH-0191,Warehouse_0191,Loc_WH-0191_HaNoi,HaNoi,Vietnam,Manager_0031,0600000191,warehouse0191@example.com,3472,1451,distribution,inactive,demo_data
WH-0192,Warehouse_0192,Loc_WH-0192_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000192,warehouse0192@example.com,18980,5052,retail,maintenance,demo_data
WH-0193,Warehouse_0193,Loc_WH-0193_DaNang,DaNang,Vietnam,Manager_0033,0600000193,warehouse0193@example.com,17753,1762,main,active,demo_data
WH-0194,Warehouse_0194,Loc_WH-0194_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000194,warehouse0194@example.com,17607,8903,regional,inactive,demo_data
WH-0195,Warehouse_0195,Loc_WH-0195_CanTho,CanTho,Vietnam,Manager_0035,0600000195,warehouse0195@example.com,17033,1591,distribution,maintenance,demo_data
WH-0196,Warehouse_0196,Loc_WH-0196_Hue,Hue,Vietnam,Manager_0036,0600000196,warehouse0196@example.com,17686,1714,retail,active,demo_data
WH-0197,Warehouse_0197,Loc_WH-0197_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000197,warehouse0197@example.com,17178,12237,main,inactive,demo_data
WH-0198,Warehouse_0198,Loc_WH-0198_VungTau,VungTau,Vietnam,Manager_0038,0600000198,warehouse0198@example.com,14100,5833,regional,maintenance,demo_data
WH-0199,Warehouse_0199,Loc_WH-0199_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000199,warehouse0199@example.com,14760,11881,distribution,active,demo_data
WH-0200,Warehouse_0200,Loc_WH-0200_BacNinh,BacNinh,Vietnam,Manager_0040,0600000200,warehouse0200@example.com,11135,1313,retail,inactive,demo_data
WH-0201,Warehouse_0201,Loc_WH-0201_HaNoi,HaNoi,Vietnam,Manager_0001,0600000201,warehouse0201@example.com,9249,8720,main,maintenance,demo_data
WH-0202,Warehouse_0202,Loc_WH-0202_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000202,warehouse0202@example.com,5817,475,regional,active,demo_data
WH-0203,Warehouse_0203,Loc_WH-0203_DaNang,DaNang,Vietnam,Manager_0003,0600000203,warehouse0203@example.com,15685,11219,distribution,inactive,demo_data
WH-0204,Warehouse_0204,Loc_WH-0204_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000204,warehouse0204@example.com,14095,7136,retail,maintenance,demo_data
WH-0205,Warehouse_0205,Loc_WH-0205_CanTho,CanTho,Vietnam,Manager_0005,0600000205,warehouse0205@example.com,13449,12313,main,active,demo_data
WH-0206,Warehouse_0206,Loc_WH-0206_Hue,Hue,Vietnam,Manager_0006,0600000206,warehouse0206@example.com,13075,1741,regional,inactive,demo_data
WH-0207,Warehouse_0207,Loc_WH-0207_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000207,warehouse0207@example.com,17866,10877,distribution,maintenance,demo_data
WH-0208,Warehouse_0208,Loc_WH-0208_VungTau,VungTau,Vietnam,Manager_0008,0600000208,warehouse0208@example.com,17446,14159,retail,active,demo_data
WH-0209,Warehouse_0209,Loc_WH-0209_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000209,warehouse0209@example.com,6025,441,main,inactive,demo_data
WH-0210,Warehouse_0210,Loc_WH-0210_BacNinh,BacNinh,Vietnam,Manager_0010,0600000210,warehouse0210@example.com,19621,3389,regional,maintenance,demo_data
WH-0211,Warehouse_0211,Loc_WH-0211_HaNoi,HaNoi,Vietnam,Manager_0011,0600000211,warehouse0211@example.com,12474,3572,distribution,active,demo_data
WH-0212,Warehouse_0212,Loc_WH-0212_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000212,warehouse0212@example.com,3720,229,retail,inactive,demo_data
WH-0213,Warehouse_0213,Loc_WH-0213_DaNang,DaNang,Vietnam,Manager_0013,0600000213,warehouse0213@example.com,4150,971,main,maintenance,demo_data
WH-0214,Warehouse_0214,Loc_WH-0214_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000214,warehouse0214@example.com,14977,13784,regional,active,demo_data
WH-0215,Warehouse_0215,Loc_WH-0215_CanTho,CanTho,Vietnam,Manager_0015,0600000215,warehouse0215@example.com,15186,14888,distribution,inactive,demo_data
WH-0216,Warehouse_0216,Loc_WH-0216_Hue,Hue,Vietnam,Manager_0016,0600000216,warehouse0216@example.com,16473,5217,retail,maintenance,demo_data
WH-0217,Warehouse_0217,Loc_WH-0217_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000217,warehouse0217@example.com,14324,3631,main,active,demo_data
WH-0218,Warehouse_0218,Loc_WH-0218_VungTau,VungTau,Vietnam,Manager_0018,0600000218,warehouse0218@example.com,18464,12902,regional,inactive,demo_data
WH-0219,Warehouse_0219,Loc_WH-0219_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000219,warehouse0219@example.com,13924,4818,distribution,maintenance,demo_data
WH-0220,Warehouse_0220,Loc_WH-0220_BacNinh,BacNinh,Vietnam,Manager_0020,0600000220,warehouse0220@example.com,515,89,retail,active,demo_data
WH-0221,Warehouse_0221,Loc_WH-0221_HaNoi,HaNoi,Vietnam,Manager_0021,0600000221,warehouse0221@example.com,8659,7657,main,inactive,demo_data
WH-0222,Warehouse_0222,Loc_WH-0222_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000222,warehouse0222@example.com,10198,4154,regional,maintenance,demo_data
WH-0223,Warehouse_0223,Loc_WH-0223_DaNang,DaNang,Vietnam,Manager_0023,0600000223,warehouse0223@example.com,12536,7228,distribution,active,demo_data
WH-0224,Warehouse_0224,Loc_WH-0224_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000224,warehouse0224@example.com,11956,3836,retail,inactive,demo_data
WH-0225,Warehouse_0225,Loc_WH-0225_CanTho,CanTho,Vietnam,Manager_0025,0600000225,warehouse0225@example.com,18787,16314,main,maintenance,demo_data
WH-0226,Warehouse_0226,Loc_WH-0226_Hue,Hue,Vietnam,Manager_0026,0600000226,warehouse0226@example.com,3493,832,regional,active,demo_data
WH-0227,Warehouse_0227,Loc_WH-0227_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000227,warehouse0227@example.com,2223,979,distribution,inactive,demo_data
WH-0228,Warehouse_0228,Loc_WH-0228_VungTau,VungTau,Vietnam,Manager_0028,0600000228,warehouse0228@example.com,5529,2657,retail,maintenance,demo_data
WH-0229,Warehouse_0229,Loc_WH-0229_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000229,warehouse0229@example.com,13203,11910,main,active,demo_data
WH-0230,Warehouse_0230,Loc_WH-0230_BacNinh,BacNinh,Vietnam,Manager_0030,0600000230,warehouse0230@example.com,701,204,regional,inactive,demo_data
WH-0231,Warehouse_0231,Loc_WH-0231_HaNoi,HaNoi,Vietnam,Manager_0031,0600000231,warehouse0231@example.com,1561,153,distribution,maintenance,demo_data
WH-0232,Warehouse_0232,Loc_WH-0232_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000232,warehouse0232@example.com,18614,3589,retail,active,demo_data
WH-0233,Warehouse_0233,Loc_WH-0233_DaNang,DaNang,Vietnam,Manager_0033,0600000233,warehouse0233@example.com,14650,4363,main,inactive,demo_data
WH-0234,Warehouse_0234,Loc_WH-0234_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000234,warehouse0234@example.com,18353,12283,regional,maintenance,demo_data
WH-0235,Warehouse_0235,Loc_WH-0235_CanTho,CanTho,Vietnam,Manager_0035,0600000235,warehouse0235@example.com,6910,2299,distribution,active,demo_data
WH-0236,Warehouse_0236,Loc_WH-0236_Hue,Hue,Vietnam,Manager_0036,0600000236,warehouse0236@example.com,7187,4841,retail,inactive,demo_data
WH-0237,Warehouse_0237,Loc_WH-0237_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000237,warehouse0237@example.com,5962,4377,main,maintenance,demo_data
WH-0238,Warehouse_0238,Loc_WH-0238_VungTau,VungTau,Vietnam,Manager_0038,0600000238,warehouse0238@example.com,11027,651,regional,active,demo_data
WH-0239,Warehouse_0239,Loc_WH-0239_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000239,warehouse0239@example.com,14000,4065,distribution,inactive,demo_data
WH-0240,Warehouse_0240,Loc_WH-0240_BacNinh,BacNinh,Vietnam,Manager_0040,0600000240,warehouse0240@example.com,13218,10675,retail,maintenance,demo_data
WH-0241,Warehouse_0241,Loc_WH-0241_HaNoi,HaNoi,Vietnam,Manager_0001,0600000241,warehouse0241@example.com,10564,5982,main,active,demo_data
WH-0242,Warehouse_0242,Loc_WH-0242_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000242,warehouse0242@example.com,4797,2035,regional,inactive,demo_data
WH-0243,Warehouse_0243,Loc_WH-0243_DaNang,DaNang,Vietnam,Manager_0003,0600000243,warehouse0243@example.com,7968,6032,distribution,maintenance,demo_data
WH-0244,Warehouse_0244,Loc_WH-0244_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000244,warehouse0244@example.com,5805,3,retail,active,demo_data
WH-0245,Warehouse_0245,Loc_WH-0245_CanTho,CanTho,Vietnam,Manager_0005,0600000245,warehouse0245@example.com,19792,4559,main,inactive,demo_data
WH-0246,Warehouse_0246,Loc_WH-0246_Hue,Hue,Vietnam,Manager_0006,0600000246,warehouse0246@example.com,9330,9020,regional,maintenance,demo_data
WH-0247,Warehouse_0247,Loc_WH-0247_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000247,warehouse0247@example.com,16732,8236,distribution,active,demo_data
WH-0248,Warehouse_0248,Loc_WH-0248_VungTau,VungTau,Vietnam,Manager_0008,0600000248,warehouse0248@example.com,13479,6129,retail,inactive,demo_data
WH-0249,Warehouse_0249,Loc_WH-0249_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000249,warehouse0249@example.com,8143,7736,main,maintenance,demo_data
WH-0250,Warehouse_0250,Loc_WH-0250_BacNinh,BacNinh,Vietnam,Manager_0010,0600000250,warehouse0250@example.com,2877,57,regional,active,demo_data
WH-0251,Warehouse_0251,Loc_WH-0251_HaNoi,HaNoi,Vietnam,Manager_0011,0600000251,warehouse0251@example.com,12191,6006,distribution,inactive,demo_data
WH-0252,Warehouse_0252,Loc_WH-0252_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000252,warehouse0252@example.com,16502,7788,retail,maintenance,demo_data
WH-0253,Warehouse_0253,Loc_WH-0253_DaNang,DaNang,Vietnam,Manager_0013,0600000253,warehouse0253@example.com,4322,550,main,active,demo_data
WH-0254,Warehouse_0254,Loc_WH-0254_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000254,warehouse0254@example.com,1570,862,regional,inactive,demo_data
WH-0255,Warehouse_0255,Loc_WH-0255_CanTho,CanTho,Vietnam,Manager_0015,0600000255,warehouse0255@example.com,14420,13588,distribution,maintenance,demo_data
WH-0256,Warehouse_0256,Loc_WH-0256_Hue,Hue,Vietnam,Manager_0016,0600000256,warehouse0256@example.com,12307,5804,retail,active,demo_data
WH-0257,Warehouse_0257,Loc_WH-0257_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000257,warehouse0257@example.com,7954,6377,main,inactive,demo_data
WH-0258,Warehouse_0258,Loc_WH-0258_VungTau,VungTau,Vietnam,Manager_0018,0600000258,warehouse0258@example.com,1663,807,regional,maintenance,demo_data
WH-0259,Warehouse_0259,Loc_WH-0259_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000259,warehouse0259@example.com,16540,7252,distribution,active,demo_data
WH-0260,Warehouse_0260,Loc_WH-0260_BacNinh,BacNinh,Vietnam,Manager_0020,0600000260,warehouse0260@example.com,18318,16997,retail,inactive,demo_data
WH-0261,Warehouse_0261,Loc_WH-0261_HaNoi,HaNoi,Vietnam,Manager_0021,0600000261,warehouse0261@example.com,8731,2571,main,maintenance,demo_data
WH-0262,Warehouse_0262,Loc_WH-0262_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000262,warehouse0262@example.com,17151,3260,regional,active,demo_data
WH-0263,Warehouse_0263,Loc_WH-0263_DaNang,DaNang,Vietnam,Manager_0023,0600000263,warehouse0263@example.com,1374,1223,distribution,inactive,demo_data
WH-0264,Warehouse_0264,Loc_WH-0264_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000264,warehouse0264@example.com,18640,2453,retail,maintenance,demo_data
WH-0265,Warehouse_0265,Loc_WH-0265_CanTho,CanTho,Vietnam,Manager_0025,0600000265,warehouse0265@example.com,13650,11595,main,active,demo_data
WH-0266,Warehouse_0266,Loc_WH-0266_Hue,Hue,Vietnam,Manager_0026,0600000266,warehouse0266@example.com,12208,519,regional,inactive,demo_data
WH-0267,Warehouse_0267,Loc_WH-0267_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000267,warehouse0267@example.com,11803,5722,distribution,maintenance,demo_data
WH-0268,Warehouse_0268,Loc_WH-0268_VungTau,VungTau,Vietnam,Manager_0028,0600000268,warehouse0268@example.com,12149,9362,retail,active,demo_data
WH-0269,Warehouse_0269,Loc_WH-0269_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000269,warehouse0269@example.com,4159,2488,main,inactive,demo_data
WH-0270,Warehouse_0270,Loc_WH-0270_BacNinh,BacNinh,Vietnam,Manager_0030,0600000270,warehouse0270@example.com,10470,793,regional,maintenance,demo_data
WH-0271,Warehouse_0271,Loc_WH-0271_HaNoi,HaNoi,Vietnam,Manager_0031,0600000271,warehouse0271@example.com,5860,1776,distribution,active,demo_data
WH-0272,Warehouse_0272,Loc_WH-0272_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000272,warehouse0272@example.com,16725,11741,retail,inactive,demo_data
WH-0273,Warehouse_0273,Loc_WH-0273_DaNang,DaNang,Vietnam,Manager_0033,0600000273,warehouse0273@example.com,679,385,main,maintenance,demo_data
WH-0274,Warehouse_0274,Loc_WH-0274_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000274,warehouse0274@example.com,17449,6016,regional,active,demo_data
WH-0275,Warehouse_0275,Loc_WH-0275_CanTho,CanTho,Vietnam,Manager_0035,0600000275,warehouse0275@example.com,886,117,distribution,inactive,demo_data
WH-0276,Warehouse_0276,Loc_WH-0276_Hue,Hue,Vietnam,Manager_0036,0600000276,warehouse0276@example.com,7885,1559,retail,maintenance,demo_data
WH-0277,Warehouse_0277,Loc_WH-0277_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000277,warehouse0277@example.com,6098,5019,main,active,demo_data
WH-0278,Warehouse_0278,Loc_WH-0278_VungTau,VungTau,Vietnam,Manager_0038,0600000278,warehouse0278@example.com,3526,2282,regional,inactive,demo_data
WH-0279,Warehouse_0279,Loc_WH-0279_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000279,warehouse0279@example.com,2332,60,distribution,maintenance,demo_data
WH-0280,Warehouse_0280,Loc_WH-0280_BacNinh,BacNinh,Vietnam,Manager_0040,0600000280,warehouse0280@example.com,12394,2593,retail,active,demo_data
WH-0281,Warehouse_0281,Loc_WH-0281_HaNoi,HaNoi,Vietnam,Manager_0001,0600000281,warehouse0281@example.com,8875,3584,main,inactive,demo_data
WH-0282,Warehouse_0282,Loc_WH-0282_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000282,warehouse0282@example.com,5863,584,regional,maintenance,demo_data
WH-0283,Warehouse_0283,Loc_WH-0283_DaNang,DaNang,Vietnam,Manager_0003,0600000283,warehouse0283@example.com,7012,1435,distribution,active,demo_data
WH-0284,Warehouse_0284,Loc_WH-0284_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000284,warehouse0284@example.com,15062,7182,retail,inactive,demo_data
WH-0285,Warehouse_0285,Loc_WH-0285_CanTho,CanTho,Vietnam,Manager_0005,0600000285,warehouse0285@example.com,5982,5387,main,maintenance,demo_data
WH-0286,Warehouse_0286,Loc_WH-0286_Hue,Hue,Vietnam,Manager_0006,0600000286,warehouse0286@example.com,11008,4891,regional,active,demo_data
WH-0287,Warehouse_0287,Loc_WH-0287_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000287,warehouse0287@example.com,9073,5879,distribution,inactive,demo_data
WH-0288,Warehouse_0288,Loc_WH-0288_VungTau,VungTau,Vietnam,Manager_0008,0600000288,warehouse0288@example.com,12751,656,retail,maintenance,demo_data
WH-0289,Warehouse_0289,Loc_WH-0289_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000289,warehouse0289@example.com,14976,11951,main,active,demo_data
WH-0290,Warehouse_0290,Loc_WH-0290_BacNinh,BacNinh,Vietnam,Manager_0010,0600000290,warehouse0290@example.com,13223,3301,regional,inactive,demo_data
WH-0291,Warehouse_0291,Loc_WH-0291_HaNoi,HaNoi,Vietnam,Manager_0011,0600000291,warehouse0291@example.com,3778,3731,distribution,maintenance,demo_data
WH-0292,Warehouse_0292,Loc_WH-0292_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000292,warehouse0292@example.com,1518,984,retail,active,demo_data
WH-0293,Warehouse_0293,Loc_WH-0293_DaNang,DaNang,Vietnam,Manager_0013,0600000293,warehouse0293@example.com,7534,3347,main,inactive,demo_data
WH-0294,Warehouse_0294,Loc_WH-0294_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000294,warehouse0294@example.com,1161,41,regional,maintenance,demo_data
WH-0295,Warehouse_0295,Loc_WH-0295_CanTho,CanTho,Vietnam,Manager_0015,0600000295,warehouse0295@example.com,2169,1198,distribution,active,demo_data
WH-0296,Warehouse_0296,Loc_WH-0296_Hue,Hue,Vietnam,Manager_0016,0600000296,warehouse0296@example.com,7516,6294,retail,inactive,demo_data
WH-0297,Warehouse_0297,Loc_WH-0297_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000297,warehouse0297@example.com,13843,9676,main,maintenance,demo_data
WH-0298,Warehouse_0298,Loc_WH-0298_VungTau,VungTau,Vietnam,Manager_0018,0600000298,warehouse0298@example.com,16145,5978,regional,active,demo_data
WH-0299,Warehouse_0299,Loc_WH-0299_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000299,warehouse0299@example.com,16436,7708,distribution,inactive,demo_data
WH-0300,Warehouse_0300,Loc_WH-0300_BacNinh,BacNinh,Vietnam,Manager_0020,0600000300,warehouse0300@example.com,5091,2675,retail,maintenance,demo_data
WH-0301,Warehouse_0301,Loc_WH-0301_HaNoi,HaNoi,Vietnam,Manager_0021,0600000301,warehouse0301@example.com,16231,4534,main,active,demo_data
WH-0302,Warehouse_0302,Loc_WH-0302_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000302,warehouse0302@example.com,19626,5183,regional,inactive,demo_data
WH-0303,Warehouse_0303,Loc_WH-0303_DaNang,DaNang,Vietnam,Manager_0023,0600000303,warehouse0303@example.com,11476,5686,distribution,maintenance,demo_data
WH-0304,Warehouse_0304,Loc_WH-0304_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000304,warehouse0304@example.com,14461,8518,retail,active,demo_data
WH-0305,Warehouse_0305,Loc_WH-0305_CanTho,CanTho,Vietnam,Manager_0025,0600000305,warehouse0305@example.com,2514,2192,main,inactive,demo_data
WH-0306,Warehouse_0306,Loc_WH-0306_Hue,Hue,Vietnam,Manager_0026,0600000306,warehouse0306@example.com,15900,11171,regional,maintenance,demo_data
WH-0307,Warehouse_0307,Loc_WH-0307_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000307,warehouse0307@example.com,3163,2514,distribution,active,demo_data
WH-0308,Warehouse_0308,Loc_WH-0308_VungTau,VungTau,Vietnam,Manager_0028,0600000308,warehouse0308@example.com,7696,7094,retail,inactive,demo_data
WH-0309,Warehouse_0309,Loc_WH-0309_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000309,warehouse0309@example.com,14586,4100,main,maintenance,demo_data
WH-0310,Warehouse_0310,Loc_WH-0310_BacNinh,BacNinh,Vietnam,Manager_0030,0600000310,warehouse0310@example.com,2232,554,regional,active,demo_data
WH-0311,Warehouse_0311,Loc_WH-0311_HaNoi,HaNoi,Vietnam,Manager_0031,0600000311,warehouse0311@example.com,5489,371,distribution,inactive,demo_data
WH-0312,Warehouse_0312,Loc_WH-0312_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000312,warehouse0312@example.com,5611,16,retail,maintenance,demo_data
WH-0313,Warehouse_0313,Loc_WH-0313_DaNang,DaNang,Vietnam,Manager_0033,0600000313,warehouse0313@example.com,8146,5741,main,active,demo_data
WH-0314,Warehouse_0314,Loc_WH-0314_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000314,warehouse0314@example.com,1617,1531,regional,inactive,demo_data
WH-0315,Warehouse_0315,Loc_WH-0315_CanTho,CanTho,Vietnam,Manager_0035,0600000315,warehouse0315@example.com,10518,7649,distribution,maintenance,demo_data
WH-0316,Warehouse_0316,Loc_WH-0316_Hue,Hue,Vietnam,Manager_0036,0600000316,warehouse0316@example.com,12333,6637,retail,active,demo_data
WH-0317,Warehouse_0317,Loc_WH-0317_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000317,warehouse0317@example.com,3330,2316,main,inactive,demo_data
WH-0318,Warehouse_0318,Loc_WH-0318_VungTau,VungTau,Vietnam,Manager_0038,0600000318,warehouse0318@example.com,1277,1231,regional,maintenance,demo_data
WH-0319,Warehouse_0319,Loc_WH-0319_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000319,warehouse0319@example.com,5893,1029,distribution,active,demo_data
WH-0320,Warehouse_0320,Loc_WH-0320_BacNinh,BacNinh,Vietnam,Manager_0040,0600000320,warehouse0320@example.com,5998,2046,retail,inactive,demo_data
WH-0321,Warehouse_0321,Loc_WH-0321_HaNoi,HaNoi,Vietnam,Manager_0001,0600000321,warehouse0321@example.com,10066,2567,main,maintenance,demo_data
WH-0322,Warehouse_0322,Loc_WH-0322_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000322,warehouse0322@example.com,10125,9837,regional,active,demo_data
WH-0323,Warehouse_0323,Loc_WH-0323_DaNang,DaNang,Vietnam,Manager_0003,0600000323,warehouse0323@example.com,4945,1007,distribution,inactive,demo_data
WH-0324,Warehouse_0324,Loc_WH-0324_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000324,warehouse0324@example.com,734,226,retail,maintenance,demo_data
WH-0325,Warehouse_0325,Loc_WH-0325_CanTho,CanTho,Vietnam,Manager_0005,0600000325,warehouse0325@example.com,17114,16961,main,active,demo_data
WH-0326,Warehouse_0326,Loc_WH-0326_Hue,Hue,Vietnam,Manager_0006,0600000326,warehouse0326@example.com,11479,10565,regional,inactive,demo_data
WH-0327,Warehouse_0327,Loc_WH-0327_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000327,warehouse0327@example.com,8518,3541,distribution,maintenance,demo_data
WH-0328,Warehouse_0328,Loc_WH-0328_VungTau,VungTau,Vietnam,Manager_0008,0600000328,warehouse0328@example.com,5790,1928,retail,active,demo_data
WH-0329,Warehouse_0329,Loc_WH-0329_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000329,warehouse0329@example.com,13983,9413,main,inactive,demo_data
WH-0330,Warehouse_0330,Loc_WH-0330_BacNinh,BacNinh,Vietnam,Manager_0010,0600000330,warehouse0330@example.com,7153,5904,regional,maintenance,demo_data
WH-0331,Warehouse_0331,Loc_WH-0331_HaNoi,HaNoi,Vietnam,Manager_0011,0600000331,warehouse0331@example.com,16046,6257,distribution,active,demo_data
WH-0332,Warehouse_0332,Loc_WH-0332_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000332,warehouse0332@example.com,5135,3105,retail,inactive,demo_data
WH-0333,Warehouse_0333,Loc_WH-0333_DaNang,DaNang,Vietnam,Manager_0013,0600000333,warehouse0333@example.com,16926,522,main,maintenance,demo_data
